X[Hz],50V,100V,200V,Background
6084.0,6.100355e-08,5.8391480000000004e-08,5.6717000000000004e-08,6.591097e-09
6085.0,6.324235e-08,6.45749e-08,8.565083999999999e-08,5.242521999999999e-09
6086.0,5.6264180000000005e-08,5.759028e-08,7.766806e-08,6.112321999999999e-09
6087.0,5.2764889999999994e-08,8.031533e-08,7.945767e-08,4.7689609999999995e-09
6088.0,6.095092e-08,6.028797e-08,7.211849000000001e-08,4.6324670000000005e-09
6089.0,6.829517e-08,6.965385999999999e-08,5.658663e-08,5.241614e-09
6090.0,4.4628399999999996e-08,6.432845e-08,6.797087e-08,5.764262e-09
6091.0,5.320441000000001e-08,4.5606919999999994e-08,6.920575e-08,5.651656e-09
6092.0,4.847481e-08,6.173902e-08,6.697651e-08,5.217999e-09
6093.0,6.048174e-08,6.406043e-08,5.8215440000000003e-08,5.138825e-09
6094.0,5.366427e-08,7.2773e-08,8.117825e-08,5.461991000000001e-09
6095.0,6.130067e-08,5.980343000000001e-08,7.798317e-08,5.4476809999999994e-09
6096.0,5.5696949999999996e-08,6.706952e-08,7.116728e-08,5.410079000000001e-09
6097.0,5.46404e-08,5.948856e-08,6.535925e-08,5.029385000000001e-09
6098.0,5.289724e-08,7.06047e-08,7.519913e-08,5.2493120000000006e-09
6099.0,4.8442480000000005e-08,5.280176e-08,7.095107e-08,4.4249079999999995e-09
6100.0,5.645875e-08,6.764203000000001e-08,6.8005e-08,5.178294e-09
6101.0,6.647216e-08,6.351687999999999e-08,5.960533e-08,5.090858e-09
6102.0,5.356568e-08,4.691999e-08,7.922707000000001e-08,6.227064e-09
6103.0,6.624045e-08,4.8573769999999995e-08,6.663062e-08,4.567551e-09
6104.0,7.004089e-08,5.6016980000000005e-08,6.63652e-08,5.154702e-09
6105.0,5.165959e-08,4.6832709999999993e-08,7.125968e-08,4.559419e-09
6106.0,5.388805e-08,6.752542e-08,6.914236e-08,4.892980999999999e-09
6107.0,5.6453730000000004e-08,5.855143e-08,6.689108e-08,5.012485999999999e-09
6108.0,7.034334e-08,5.945874e-08,6.845386000000001e-08,3.592018e-09
6109.0,6.13133e-08,5.935736e-08,7.485305e-08,4.102629e-09
6110.0,5.140562999999999e-08,5.8179749999999995e-08,6.942545e-08,5.104239000000001e-09
6111.0,5.916776000000001e-08,5.615353e-08,5.0402969999999995e-08,5.68469e-09
6112.0,5.8602349999999997e-08,6.553012e-08,6.068443e-08,4.299811e-09
6113.0,5.0593519999999995e-08,7.306442999999998e-08,5.909871e-08,4.247725e-09
6114.0,5.678125e-08,6.533673e-08,7.28303e-08,5.9150959999999995e-09
6115.0,5.399186e-08,5.5086010000000004e-08,8.995443e-08,5.712022e-09
6116.0,5.5805030000000005e-08,6.793978e-08,6.686924e-08,5.006654e-09
6117.0,5.934715e-08,5.987918e-08,7.600057999999999e-08,4.505191e-09
6118.0,5.925294e-08,6.728688000000001e-08,6.887682000000001e-08,5.483316e-09
6119.0,6.777455e-08,6.662307000000002e-08,7.848830000000001e-08,4.773825e-09
6120.0,5.1596570000000004e-08,6.378654e-08,7.386433e-08,4.981884e-09
6121.0,6.485275e-08,6.363000000000001e-08,6.012699e-08,4.738479999999999e-09
6122.0,5.243831e-08,5.465321e-08,7.637244e-08,4.477529000000001e-09
6123.0,5.0242209999999995e-08,7.465628e-08,6.948103999999998e-08,5.919373e-09
6124.0,4.979222e-08,6.260002e-08,6.831014e-08,4.435374e-09
6125.0,6.528149e-08,5.281408e-08,6.15333e-08,4.935603e-09
6126.0,6.532728999999999e-08,5.55817e-08,5.1603110000000004e-08,4.472325e-09
6127.0,5.0644999999999995e-08,6.805109e-08,6.310052e-08,4.965880999999999e-09
6128.0,7.106831e-08,7.21402e-08,7.719294e-08,4.051881e-09
6129.0,5.600373e-08,5.39952e-08,6.276149e-08,4.501621e-09
6130.0,4.8990290000000004e-08,8.091565e-08,6.096476999999999e-08,4.637471e-09
6131.0,6.662928999999999e-08,6.135059e-08,7.142966999999999e-08,5.542578e-09
6132.0,5.4778190000000004e-08,6.369574e-08,6.256623e-08,4.819176999999999e-09
6133.0,6.512110999999999e-08,6.489149e-08,7.053711e-08,6.1352430000000005e-09
6134.0,6.209104e-08,6.400633999999999e-08,6.620999e-08,4.827013e-09
6135.0,4.8495109999999994e-08,6.188204e-08,7.401353999999999e-08,4.240853e-09
6136.0,4.855305000000001e-08,6.278452e-08,8.23365e-08,5.086742e-09
6137.0,6.068492e-08,6.739472999999999e-08,7.993503e-08,4.913273e-09
6138.0,5.308869000000001e-08,5.6689230000000006e-08,7.851613000000001e-08,4.895659000000001e-09
6139.0,6.335824e-08,7.424941000000001e-08,7.122213000000001e-08,5.345953e-09
6140.0,5.865037e-08,6.17242e-08,6.690547e-08,5.323441e-09
6141.0,5.2401800000000004e-08,5.877041e-08,7.275754e-08,5.823749e-09
6142.0,5.9506480000000004e-08,6.083145e-08,7.641987e-08,5.113117e-09
6143.0,5.3047129999999994e-08,6.080343e-08,6.941883e-08,4.8662e-09
6144.0,5.627524e-08,7.035639999999999e-08,8.021241999999999e-08,5.380687e-09
6145.0,5.892264e-08,5.8950329999999994e-08,7.129942e-08,5.246151e-09
6146.0,6.342773e-08,5.822535e-08,7.307945e-08,4.819491e-09
6147.0,6.892692999999999e-08,5.8777679999999996e-08,7.468316e-08,4.150862e-09
6148.0,5.700818e-08,7.046158e-08,7.464261e-08,4.887373e-09
6149.0,5.728574e-08,5.899458e-08,6.046417e-08,4.846241e-09
6150.0,5.286002e-08,7.219064e-08,5.736754000000001e-08,5.287765999999999e-09
6151.0,6.451848e-08,6.763408e-08,6.261718e-08,3.924938e-09
6152.0,5.0578000000000005e-08,5.3420009999999994e-08,8.221702000000001e-08,5.1639e-09
6153.0,5.990586e-08,5.530173000000001e-08,5.5194400000000006e-08,4.757906e-09
6154.0,4.910398000000001e-08,6.661658e-08,5.4070999999999995e-08,4.657555000000001e-09
6155.0,5.022996e-08,7.232986000000001e-08,6.782152e-08,5.425214e-09
6156.0,4.986778e-08,5.798737e-08,7.509307000000001e-08,5.504001999999999e-09
6157.0,5.292148e-08,6.794401e-08,6.710630999999999e-08,4.49815e-09
6158.0,4.8579559999999994e-08,6.659905e-08,7.853166e-08,4.094552999999999e-09
6159.0,4.466659e-08,7.341114e-08,7.999817000000001e-08,4.833611e-09
6160.0,5.4617589999999995e-08,5.553819e-08,5.0817830000000004e-08,4.915997000000001e-09
6161.0,7.065441000000001e-08,6.681628999999999e-08,7.823428999999999e-08,4.715344e-09
6162.0,4.9032290000000005e-08,5.278805e-08,8.116011000000001e-08,4.7544480000000005e-09
6163.0,6.61766e-08,6.748467999999999e-08,9.185200999999999e-08,5.078659000000001e-09
6164.0,5.7170920000000004e-08,6.490242e-08,8.018735000000001e-08,4.942843e-09
6165.0,5.3381870000000006e-08,5.7261089999999995e-08,6.383092e-08,4.706997e-09
6166.0,6.562797e-08,6.405655e-08,6.866024e-08,5.377585e-09
6167.0,6.887571000000001e-08,6.178557e-08,7.215638e-08,4.579017e-09
6168.0,5.536072e-08,6.872802e-08,6.248962000000001e-08,3.773268e-09
6169.0,4.951206e-08,7.058595e-08,5.720791e-08,5.2016689999999996e-09
6170.0,5.59495e-08,6.991149000000001e-08,6.610181e-08,4.9595489999999996e-09
6171.0,5.5804749999999996e-08,7.052711000000001e-08,8.172199000000001e-08,4.836332e-09
6172.0,5.2011479999999996e-08,6.865831e-08,7.167188000000001e-08,4.924931e-09
6173.0,5.672149e-08,5.979725e-08,8.162011999999998e-08,4.937692e-09
6174.0,5.554379e-08,5.680544e-08,7.021353e-08,5.274112e-09
6175.0,4.923236e-08,6.248973e-08,7.073947e-08,4.947335e-09
6176.0,5.625868e-08,6.24884e-08,8.510094999999999e-08,4.918884e-09
6177.0,5.812980000000001e-08,6.442183e-08,6.132726e-08,4.954234e-09
6178.0,4.833493e-08,5.896687e-08,7.169903e-08,5.052528000000001e-09
6179.0,5.5496050000000005e-08,7.125422e-08,7.286367e-08,5.6161709999999995e-09
6180.0,5.636481e-08,6.28684e-08,7.250039e-08,3.709305e-09
6181.0,6.316635e-08,6.653728e-08,8.021986999999999e-08,4.219154000000001e-09
6182.0,5.1441850000000003e-08,6.584653999999999e-08,7.694884e-08,5.315052e-09
6183.0,5.8895370000000004e-08,6.710753e-08,7.526310000000001e-08,4.3091179999999995e-09
6184.0,6.730246000000002e-08,6.571089999999999e-08,8.504633e-08,6.1441590000000005e-09
6185.0,5.120989e-08,7.417884e-08,6.710827e-08,4.552581e-09
6186.0,4.838653e-08,5.8978e-08,6.89427e-08,3.567784e-09
6187.0,4.9272419999999994e-08,5.967681e-08,7.308119e-08,5.119650999999999e-09
6188.0,5.979515e-08,6.806206e-08,7.623102000000001e-08,5.2024059999999996e-09
6189.0,5.107603e-08,7.000305e-08,7.714322999999999e-08,4.911786e-09
6190.0,4.686827e-08,7.387589e-08,6.168072e-08,3.939304e-09
6191.0,5.560133e-08,6.890465e-08,6.516359999999999e-08,4.532509e-09
6192.0,5.2535089999999996e-08,5.9341189999999996e-08,8.172520000000001e-08,4.598978e-09
6193.0,5.4758430000000004e-08,5.8548460000000004e-08,7.190253000000001e-08,4.483964e-09
6194.0,5.8592129999999995e-08,6.474895e-08,7.719266999999999e-08,4.949445e-09
6195.0,5.988781e-08,6.887503999999999e-08,6.379035e-08,5.2561199999999994e-09
6196.0,5.852492e-08,6.958037e-08,7.011722e-08,4.987406e-09
6197.0,5.0139699999999995e-08,7.232169e-08,7.676074e-08,4.562109000000001e-09
6198.0,6.545241e-08,6.518429e-08,6.300899e-08,5.62366e-09
6199.0,6.009112e-08,6.59722e-08,6.392559999999999e-08,5.551562e-09
6200.0,5.518976999999999e-08,5.734187999999999e-08,6.975602e-08,2.9723459999999995e-09
6201.0,5.422993e-08,5.50787e-08,8.142488999999999e-08,5.137258e-09
6202.0,4.7329530000000003e-08,7.603053e-08,7.348807e-08,4.504462e-09
6203.0,5.333849e-08,6.319352999999999e-08,6.928961e-08,4.652464e-09
6204.0,5.0419150000000005e-08,5.945615e-08,7.38634e-08,4.524846e-09
6205.0,5.970611e-08,7.096234e-08,6.988025999999999e-08,5.546506e-09
6206.0,4.693994e-08,5.709308e-08,7.240750999999999e-08,5.3502709999999995e-09
6207.0,5.0057480000000004e-08,6.712722999999999e-08,8.363751e-08,4.438010999999999e-09
6208.0,6.398914e-08,5.550186e-08,6.969622000000001e-08,4.719562e-09
6209.0,7.375692e-08,7.681735e-08,6.801561e-08,4.598042e-09
6210.0,5.399489e-08,6.391459999999999e-08,7.168300000000001e-08,3.847156e-09
6211.0,5.544323e-08,8.610056e-08,7.609405e-08,5.4222899999999995e-09
6212.0,5.4543370000000006e-08,5.971702e-08,4.9657290000000006e-08,5.46812e-09
6213.0,5.249494e-08,6.121376000000001e-08,7.741133999999999e-08,4.8513699999999996e-09
6214.0,5.485138e-08,6.008953e-08,6.225731e-08,3.8155420000000005e-09
6215.0,5.324954e-08,7.460581e-08,8.236875999999999e-08,5.4878900000000006e-09
6216.0,4.423441e-08,5.986423e-08,7.284569e-08,5.676591999999999e-09
6217.0,7.105200999999999e-08,5.452344e-08,7.347108999999999e-08,5.275105999999999e-09
6218.0,4.979466e-08,5.0000279999999994e-08,6.828697e-08,4.6736400000000004e-09
6219.0,6.803624e-08,6.915393e-08,7.333603e-08,4.382268e-09
6220.0,5.213884999999999e-08,6.431298e-08,7.771791e-08,4.4364790000000005e-09
6221.0,5.9435599999999995e-08,5.921911e-08,8.474264e-08,5.209237e-09
6222.0,5.323181e-08,7.398395e-08,7.932e-08,4.5528500000000005e-09
6223.0,5.961278e-08,4.924582e-08,7.170421000000001e-08,4.9656049999999994e-09
6224.0,5.7923749999999996e-08,6.785092999999999e-08,6.634757000000001e-08,6.4544860000000005e-09
6225.0,5.171074e-08,6.421575e-08,7.479802e-08,3.7826279999999996e-09
6226.0,5.542384999999999e-08,5.6311519999999994e-08,5.725872e-08,4.841272e-09
6227.0,5.1615199999999994e-08,6.393130000000001e-08,6.501455e-08,5.3209849999999995e-09
6228.0,4.7517209999999995e-08,5.83563e-08,7.598050999999999e-08,4.703472e-09
6229.0,5.883615e-08,6.836797e-08,6.967127e-08,5.302655e-09
6230.0,4.9835699999999994e-08,6.147983e-08,6.532377999999999e-08,4.338844e-09
6231.0,4.376906e-08,7.081537e-08,7.397228999999999e-08,5.430901999999999e-09
6232.0,5.7343660000000005e-08,5.934182e-08,6.890378e-08,4.523053e-09
6233.0,5.206761e-08,6.643302e-08,7.038228e-08,5.010411e-09
6234.0,6.742964999999999e-08,6.254280000000001e-08,7.245677000000001e-08,5.12576e-09
6235.0,5.276676999999999e-08,6.225289e-08,8.193433e-08,5.296791999999999e-09
6236.0,5.5223779999999995e-08,5.2220129999999996e-08,7.206557000000001e-08,4.6953310000000005e-09
6237.0,5.9129959999999995e-08,7.326135000000001e-08,6.921365e-08,4.674934e-09
6238.0,6.070733000000001e-08,7.148027e-08,8.583956000000001e-08,5.163525999999999e-09
6239.0,4.9738199999999996e-08,6.163775e-08,6.678756e-08,4.298164000000001e-09
6240.0,6.459137999999999e-08,6.916967e-08,7.076088000000001e-08,4.890640000000001e-09
6241.0,5.133813e-08,8.380509e-08,7.759557e-08,4.664420999999999e-09
6242.0,5.857137000000001e-08,5.721614e-08,6.138201999999999e-08,5.001699000000001e-09
6243.0,5.7218300000000006e-08,6.55481e-08,8.456228999999999e-08,5.3874100000000005e-09
6244.0,5.965496e-08,6.633584e-08,6.447069e-08,4.745662999999999e-09
6245.0,5.454128e-08,5.766526e-08,7.012699000000001e-08,4.747531e-09
6246.0,6.277014e-08,7.353372e-08,7.429399000000001e-08,4.870167e-09
6247.0,4.198012e-08,6.738524000000001e-08,7.664978e-08,5.4206790000000004e-09
6248.0,4.9786859999999996e-08,5.6716440000000004e-08,7.957107000000001e-08,5.5798970000000004e-09
6249.0,4.742127e-08,5.766755e-08,8.183865e-08,5.152344e-09
6250.0,5.093225e-08,7.212160000000001e-08,6.942594000000001e-08,4.873112e-09
6251.0,5.6777819999999996e-08,6.703469999999999e-08,7.03751e-08,5.432920999999999e-09
6252.0,6.570459e-08,5.829717e-08,8.955885e-08,5.785064999999999e-09
6253.0,7.120008e-08,6.815048e-08,5.999659e-08,4.853731e-09
6254.0,5.567118e-08,6.154816e-08,8.531175e-08,5.059732e-09
6255.0,5.8761839999999996e-08,5.894425e-08,7.223372e-08,4.291806e-09
6256.0,5.170394e-08,6.110695e-08,6.741515e-08,6.530861e-09
6257.0,5.862508999999999e-08,7.789009e-08,6.187778e-08,4.952694000000001e-09
6258.0,6.358579e-08,5.974233e-08,7.483299999999999e-08,3.7105090000000003e-09
6259.0,5.888736e-08,6.530037e-08,6.869946e-08,4.595377e-09
6260.0,6.075773000000001e-08,6.387077e-08,7.665982999999999e-08,6.0638880000000004e-09
6261.0,5.352004e-08,5.179849e-08,6.654289e-08,5.274103e-09
6262.0,5.52684e-08,5.92994e-08,9.110249000000001e-08,4.467401e-09
6263.0,4.734451e-08,5.548690000000001e-08,6.162494e-08,4.4164949999999994e-09
6264.0,5.634522e-08,5.8768910000000006e-08,7.466789e-08,5.0387529999999995e-09
6265.0,5.4211599999999994e-08,7.519655e-08,6.873783999999999e-08,4.695516999999999e-09
6266.0,5.002415e-08,6.529429000000001e-08,9.315496000000002e-08,4.744253e-09
6267.0,5.3669139999999994e-08,6.842835000000001e-08,7.372955000000001e-08,3.769078e-09
6268.0,4.6009000000000005e-08,6.99372e-08,8.399079999999999e-08,5.246982e-09
6269.0,5.802527e-08,7.244738e-08,7.613075e-08,4.74276e-09
6270.0,6.79647e-08,5.7481730000000005e-08,7.407175999999999e-08,4.533175999999999e-09
6271.0,4.910489e-08,7.177189e-08,8.496561e-08,5.3056959999999995e-09
6272.0,6.108268e-08,5.589462e-08,7.756162e-08,4.690374e-09
6273.0,5.215308999999999e-08,8.28352e-08,7.186669e-08,4.082014e-09
6274.0,5.540857e-08,6.344668e-08,7.251521e-08,4.490270000000001e-09
6275.0,4.893472e-08,6.726939999999999e-08,6.11555e-08,5.285880999999999e-09
6276.0,6.404134e-08,6.623396999999999e-08,8.466723e-08,4.328063e-09
6277.0,5.961362e-08,7.409527e-08,8.081489e-08,4.661543e-09
6278.0,5.398318e-08,6.063237e-08,6.018363e-08,5.35292e-09
6279.0,5.200832e-08,7.930418e-08,8.079482e-08,5.352441999999999e-09
6280.0,6.35518e-08,6.740697e-08,7.962114e-08,4.08286e-09
6281.0,5.8093980000000004e-08,6.272465e-08,7.587489e-08,5.264604000000001e-09
6282.0,6.290141999999999e-08,7.257445e-08,7.877905e-08,4.4528270000000005e-09
6283.0,5.828083e-08,5.6218180000000005e-08,7.328297999999999e-08,4.416174e-09
6284.0,7.386988e-08,7.457292999999999e-08,5.792306e-08,5.208435999999999e-09
6285.0,5.985229e-08,7.856311e-08,9.273062e-08,5.542623000000001e-09
6286.0,4.853798e-08,6.477272e-08,8.410522e-08,4.612025e-09
6287.0,5.349856e-08,5.5153339999999994e-08,7.061062e-08,5.515518000000001e-09
6288.0,4.4357910000000004e-08,7.305203e-08,7.84959e-08,4.889987e-09
6289.0,5.8186980000000004e-08,8.559714e-08,7.422372999999999e-08,4.449228e-09
6290.0,5.695995e-08,6.287544000000001e-08,7.181271e-08,5.503256999999999e-09
6291.0,6.538848000000001e-08,6.379256e-08,7.959932e-08,4.798192e-09
6292.0,6.10984e-08,7.308513e-08,8.165749e-08,4.333322e-09
6293.0,7.204886000000001e-08,5.4097489999999995e-08,6.948039e-08,4.716279e-09
6294.0,5.3941780000000004e-08,6.342088e-08,6.778308e-08,4.383097e-09
6295.0,5.812672e-08,6.490648999999999e-08,6.153708999999999e-08,3.980899e-09
6296.0,6.089038e-08,6.846286999999999e-08,5.810739e-08,4.215969e-09
6297.0,6.020934e-08,8.306591000000002e-08,6.126952e-08,4.711144e-09
6298.0,6.315845e-08,6.910228e-08,7.338485e-08,4.6585709999999995e-09
6299.0,5.770629000000001e-08,6.854130000000001e-08,7.426746e-08,5.354773e-09
6300.0,5.0979130000000004e-08,7.128907000000001e-08,7.295166e-08,3.96796e-09
6301.0,6.419756999999999e-08,6.582827e-08,5.74834e-08,4.702696e-09
6302.0,5.4248719999999995e-08,7.039551e-08,7.636504e-08,4.746185e-09
6303.0,5.483942e-08,6.152116000000001e-08,6.293444999999999e-08,4.851188e-09
6304.0,5.89487e-08,6.646105e-08,5.8221550000000006e-08,5.286708000000001e-09
6305.0,6.586892e-08,6.164665e-08,7.551948e-08,4.8736840000000005e-09
6306.0,5.659707e-08,7.695930000000001e-08,7.737133e-08,4.11287e-09
6307.0,5.102919e-08,6.202056e-08,7.559392999999999e-08,4.5635299999999994e-09
6308.0,6.365508999999999e-08,7.201604e-08,8.189959e-08,5.1777799999999995e-09
6309.0,6.69373e-08,6.192422000000001e-08,5.6119129999999996e-08,4.625988000000001e-09
6310.0,6.37998e-08,7.76491e-08,7.680804e-08,4.765524000000001e-09
6311.0,4.998762e-08,5.8263980000000005e-08,5.7634239999999996e-08,5.403848000000001e-09
6312.0,5.834238e-08,6.645382e-08,8.820938e-08,4.269907999999999e-09
6313.0,4.057722e-08,6.68096e-08,8.225267999999999e-08,4.782322e-09
6314.0,5.694179e-08,7.810039999999999e-08,7.229458e-08,5.464023e-09
6315.0,5.231686e-08,6.49249e-08,6.748189e-08,4.287099000000001e-09
6316.0,5.300397e-08,5.849621e-08,5.2759550000000006e-08,4.98321e-09
6317.0,5.9231059999999995e-08,7.469955000000001e-08,7.303282e-08,4.100473e-09
6318.0,3.819322e-08,5.788997e-08,7.316088e-08,4.517729e-09
6319.0,5.3636029999999994e-08,7.209341e-08,6.519495e-08,4.581019e-09
6320.0,6.293244e-08,6.830386e-08,7.863735e-08,5.340083000000001e-09
6321.0,6.052232e-08,6.332323e-08,7.310757000000001e-08,4.494097999999999e-09
6322.0,6.993075e-08,5.745888e-08,6.109535e-08,4.595334e-09
6323.0,5.49107e-08,6.736764e-08,7.956852000000001e-08,5.440507e-09
6324.0,4.8649550000000004e-08,5.9316740000000004e-08,7.328126e-08,5.8167049999999995e-09
6325.0,3.8251699999999994e-08,6.651917999999999e-08,8.044257e-08,4.4752359999999995e-09
6326.0,5.7589680000000005e-08,6.502297000000001e-08,6.526093e-08,4.005994e-09
6327.0,6.469489000000001e-08,6.723708000000001e-08,8.350797e-08,4.134454000000001e-09
6328.0,5.7544010000000005e-08,5.8029e-08,7.751541999999999e-08,5.149745e-09
6329.0,5.033573000000001e-08,7.336241e-08,7.714121999999999e-08,5.745909e-09
6330.0,5.021555e-08,5.622375e-08,7.159547e-08,5.434045999999999e-09
6331.0,4.893924e-08,5.8992059999999996e-08,8.38366e-08,4.58953e-09
6332.0,4.7591299999999995e-08,6.830341e-08,8.529544999999999e-08,5.166189999999999e-09
6333.0,5.512545e-08,6.666836e-08,6.936661e-08,5.7031699999999994e-09
6334.0,5.341482e-08,6.178247e-08,8.090053e-08,5.432574e-09
6335.0,6.395479e-08,6.895157000000001e-08,7.420539999999999e-08,5.936179e-09
6336.0,5.936e-08,7.647247999999999e-08,6.783382e-08,4.5893519999999995e-09
6337.0,5.8970219999999995e-08,6.341624e-08,7.156850000000001e-08,4.9910299999999995e-09
6338.0,4.759709e-08,6.911280000000001e-08,7.335742999999998e-08,4.907997e-09
6339.0,5.4167629999999994e-08,6.347546e-08,8.608001e-08,5.460921e-09
6340.0,6.203476e-08,7.044013000000001e-08,8.036924000000001e-08,4.923878e-09
6341.0,5.953664e-08,5.704256e-08,8.688671000000001e-08,4.150764e-09
6342.0,6.614222e-08,7.068405999999999e-08,7.481848e-08,4.506161e-09
6343.0,5.688185e-08,6.180223e-08,7.155374e-08,4.977706e-09
6344.0,6.079258999999999e-08,8.462199e-08,8.007252000000001e-08,4.931564999999999e-09
6345.0,4.9619300000000005e-08,5.848383999999999e-08,7.976929e-08,4.722375e-09
6346.0,4.757886e-08,5.500693e-08,6.959539000000001e-08,4.732316e-09
6347.0,4.9576459999999994e-08,6.701339999999999e-08,8.550506e-08,4.223804e-09
6348.0,4.585845e-08,6.600416e-08,7.173242e-08,4.88187e-09
6349.0,5.396783999999999e-08,6.434130000000001e-08,6.367526999999999e-08,4.2858630000000005e-09
6350.0,6.642967999999998e-08,6.452333000000001e-08,7.107294e-08,5.2036000000000005e-09
6351.0,4.654774e-08,7.117848e-08,7.397952e-08,4.645523e-09
6352.0,5.910386e-08,5.64026e-08,6.923802999999999e-08,5.388463000000001e-09
6353.0,4.79406e-08,5.1704540000000004e-08,8.019202e-08,3.935932e-09
6354.0,5.363594e-08,5.970038e-08,7.2064e-08,4.418414000000001e-09
6355.0,6.808242999999999e-08,5.9432790000000006e-08,7.084376e-08,4.6773120000000005e-09
6356.0,6.004854e-08,5.927025000000001e-08,7.851800999999999e-08,4.679051e-09
6357.0,5.5316619999999996e-08,6.620989999999999e-08,7.129094999999999e-08,5.708535999999999e-09
6358.0,5.999183e-08,6.999171e-08,7.245814e-08,4.3931359999999995e-09
6359.0,5.29375e-08,6.678077000000001e-08,7.918616e-08,5.087108e-09
6360.0,6.017637e-08,6.714959e-08,9.426221e-08,4.5511790000000005e-09
6361.0,6.31203e-08,7.051314999999999e-08,7.458323e-08,4.827843e-09
6362.0,5.384265e-08,6.181687e-08,7.805533e-08,4.365603e-09
6363.0,6.352052e-08,7.12329e-08,7.671350999999999e-08,4.7146549999999996e-09
6364.0,4.707167e-08,6.550547e-08,8.399897e-08,5.28319e-09
6365.0,5.637692e-08,5.522683e-08,8.242934e-08,4.415508e-09
6366.0,5.870955999999999e-08,7.034805e-08,7.002969e-08,4.210288e-09
6367.0,5.2480580000000004e-08,6.617111e-08,7.533946e-08,4.5895990000000005e-09
6368.0,6.100873e-08,5.793818e-08,8.680073e-08,5.4346810000000004e-09
6369.0,5.014565e-08,7.026995e-08,6.914561e-08,4.851135999999999e-09
6370.0,4.5699949999999996e-08,8.26014e-08,8.598621000000002e-08,4.833292e-09
6371.0,4.8902550000000007e-08,6.22338e-08,7.999526e-08,5.777912e-09
6372.0,5.80567e-08,5.779557e-08,6.284008e-08,5.906661e-09
6373.0,4.797575e-08,6.138789e-08,8.056794e-08,4.515543e-09
6374.0,6.941934e-08,5.5502599999999996e-08,8.355234e-08,4.691608000000001e-09
6375.0,5.427183e-08,7.334265e-08,9.230176e-08,4.177831e-09
6376.0,6.359593000000001e-08,6.08397e-08,6.124560999999999e-08,5.269041e-09
6377.0,5.286188e-08,7.586175e-08,7.549509e-08,4.9885959999999995e-09
6378.0,6.304085e-08,7.274578999999999e-08,8.429363000000001e-08,4.592776e-09
6379.0,4.817887000000001e-08,6.238812e-08,7.812677000000001e-08,5.466861e-09
6380.0,5.415080000000001e-08,6.791472e-08,6.100495e-08,6.1854e-09
6381.0,5.8566250000000003e-08,7.140881e-08,7.503794000000001e-08,4.860261999999999e-09
6382.0,4.90152e-08,6.035287e-08,7.213093999999999e-08,4.351590999999999e-09
6383.0,5.389768e-08,7.456595e-08,7.993542999999999e-08,5.171026e-09
6384.0,5.4153e-08,7.297613e-08,9.152203000000001e-08,5.418705000000001e-09
6385.0,5.634723999999999e-08,7.095974e-08,7.842451e-08,6.2417e-09
6386.0,5.517958e-08,6.140915e-08,8.271666e-08,4.873101e-09
6387.0,5.5212719999999996e-08,5.899503e-08,7.364157000000001e-08,4.385587e-09
6388.0,6.781292e-08,5.222353e-08,8.871253999999998e-08,4.25129e-09
6389.0,6.145413e-08,6.508715000000001e-08,8.678842e-08,4.467774999999999e-09
6390.0,5.601344999999999e-08,6.887799e-08,7.028704e-08,4.442591e-09
6391.0,5.067576e-08,5.8097510000000004e-08,7.321113e-08,4.703494000000001e-09
6392.0,4.876582e-08,6.645973e-08,7.81473e-08,5.602285e-09
6393.0,6.945291e-08,6.099794999999999e-08,8.801098e-08,4.447278e-09
6394.0,5.223438e-08,6.895359e-08,8.01822e-08,4.011321e-09
6395.0,5.3286230000000005e-08,6.114728e-08,8.217231e-08,4.618505e-09
6396.0,4.6496260000000005e-08,6.91464e-08,6.736352e-08,4.915935e-09
6397.0,6.355389e-08,6.352924e-08,6.665752e-08,5.414270999999999e-09
6398.0,5.8830589999999994e-08,4.979298e-08,8.488311999999999e-08,4.672041e-09
6399.0,4.308848e-08,6.58173e-08,6.524002e-08,4.674964e-09
6400.0,5.623654e-08,6.954142e-08,7.29519e-08,4.209170999999999e-09
6401.0,6.661949000000001e-08,6.299687999999999e-08,7.565443e-08,5.586385000000001e-09
6402.0,6.046707e-08,5.6637760000000004e-08,8.952126e-08,5.935706000000001e-09
6403.0,5.638471e-08,5.6391230000000006e-08,7.016977000000001e-08,4.987380999999999e-09
6404.0,5.977954000000001e-08,6.266989e-08,9.167747e-08,4.837586e-09
6405.0,6.111947e-08,5.2094449999999994e-08,6.976421e-08,5.853039000000001e-09
6406.0,5.90791e-08,7.780533999999999e-08,6.949522999999999e-08,6.061516e-09
6407.0,5.8209940000000004e-08,5.4785639999999996e-08,7.004797999999999e-08,5.1295409999999995e-09
6408.0,5.2626179999999995e-08,6.388912999999999e-08,6.694607e-08,5.434304e-09
6409.0,5.5798309999999994e-08,6.582057e-08,8.052071e-08,4.716574000000001e-09
6410.0,4.730599e-08,6.274009e-08,7.640619999999999e-08,4.750105999999999e-09
6411.0,6.291629e-08,6.486194e-08,7.717092e-08,4.841786e-09
6412.0,5.8642190000000004e-08,6.763685000000001e-08,7.444488e-08,5.05895e-09
6413.0,5.395857e-08,6.811985e-08,6.442056e-08,4.281953e-09
6414.0,6.325245e-08,4.8861030000000006e-08,7.572483e-08,5.1338509999999995e-09
6415.0,6.896437e-08,7.242072e-08,7.073664e-08,5.711621e-09
